date,time,session_min
2017,21:22:40-05:00,1
2017,21:24:57-05:00,3
2017,21:29:56-05:00,11
2017,21:42:08-05:00,31
2017,22:17:39-05:00,2
2017,22:23:34-05:00,11
2017,22:38:17-05:00,3
2017,09:09:39-05:00,1
2017,09:28:12-05:00,4
2017,10:20:04-05:00,1
2017,10:22:39-05:00,2
2017,10:31:02-05:00,1
2017,10:40:22-05:00,1
2017,10:49:26-05:00,7
2017,10:58:03-05:00,4
2017,12:19:52-05:00,1
2017,12:26:43-05:00,1
2017,12:31:27-05:00,1
2017,12:49:55-05:00,5
2017,13:24:08-05:00,3
2017,14:04:22-05:00,1
2017,14:32:16-05:00,1
2017,16:02:32-05:00,8
2017,17:04:59-05:00,1
2017,17:07:37-05:00,1
2017,17:16:23-05:00,1
2017,17:32:01-05:00,10
2017,18:00:42-05:00,1
2017,18:05:31-05:00,4
2017,18:42:44-05:00,2
2017,18:57:02-05:00,1
2017,19:03:57-05:00,1
2017,21:32:07-05:00,12
2017,22:05:42-05:00,2
2017,01:03:34-05:00,11
2017,09:09:38-05:00,2
2017,09:38:14-05:00,3
2017,09:46:01-05:00,1
2017,10:10:28-05:00,24
2017,10:37:03-05:00,2
2017,12:01:12-05:00,2
2017,12:30:39-05:00,1
2017,12:45:07-05:00,11
2017,13:45:36-05:00,6
2017,13:59:14-05:00,19
2017,16:31:57-05:00,3
2017,16:35:59-05:00,13
2017,16:53:37-05:00,8
2017,17:04:40-05:00,1
2017,17:21:00-05:00,9
2017,17:52:31-05:00,9
2017,18:03:53-05:00,8
2017,20:41:02-05:00,3
2017,20:52:59-05:00,5
2017,21:08:20-05:00,4
2017,21:46:37-05:00,6
2017,09:48:02-05:00,1
2017,09:57:49-05:00,4
2017,10:20:25-05:00,2
2017,10:38:40-05:00,2
2017,10:44:12-05:00,3
2017,10:50:58-05:00,1
2017,10:59:57-05:00,1
2017,11:02:37-05:00,1
2017,11:10:31-05:00,1
2017,11:13:01-05:00,5
2017,11:33:09-05:00,1
2017,11:42:19-05:00,1
2017,12:18:01-05:00,1
2017,12:25:48-05:00,1
2017,12:28:42-05:00,2
2017,12:33:51-05:00,18
2017,13:04:29-05:00,2
2017,13:32:45-05:00,9
2017,13:58:15-05:00,1
2017,14:15:29-05:00,10
2017,14:32:11-05:00,5
2017,15:12:33-05:00,1
2017,16:17:53-05:00,1
2017,16:49:42-05:00,5
2017,16:56:10-05:00,1
2017,16:59:34-05:00,1
2017,17:02:14-05:00,2
2017,17:06:00-05:00,4
2017,17:25:37-05:00,4
2017,17:32:19-05:00,1
2017,17:37:31-05:00,1
2017,18:07:11-05:00,39
2017,19:47:58-05:00,1
2017,04:33:31-05:00,9
2017,09:25:19-05:00,1
2017,09:58:48-05:00,1
2017,10:07:55-05:00,2
2017,10:14:51-05:00,3
2017,10:42:37-05:00,1
2017,11:06:17-05:00,12
2017,12:28:05-05:00,1
2017,13:28:11-05:00,1
2017,14:38:39-05:00,8
2017,15:30:16-05:00,38
2017,16:11:00-05:00,1
2017,16:16:29-05:00,1
2017,16:19:12-05:00,2
2017,16:29:45-05:00,3
2017,16:36:50-05:00,4
2017,16:44:20-05:00,1
2017,16:51:28-05:00,2
2017,16:56:33-05:00,2
2017,17:00:34-05:00,1
2017,17:03:35-05:00,1
2017,17:08:48-05:00,1
2017,17:10:52-05:00,1
2017,19:15:32-05:00,1
2017,21:34:54-05:00,2
2017,21:46:29-05:00,3
2017,21:53:11-05:00,1
2017,21:59:00-05:00,8
2017,22:22:41-05:00,2
2017,00:00:23-05:00,12
2017,01:21:36-05:00,24
2017,08:26:25-05:00,3
2017,09:16:33-05:00,1
2017,09:20:12-05:00,3
2017,09:51:37-05:00,5
2017,10:31:56-05:00,1
2017,11:03:05-05:00,1
2017,12:02:11-05:00,1
2017,12:04:59-05:00,9
2017,12:27:43-05:00,8
2017,13:01:12-05:00,1
2017,13:37:05-05:00,3
2017,16:56:22-05:00,1
2017,17:53:59-05:00,1
2017,17:57:49-05:00,2
2017,18:08:10-05:00,1
2017,18:49:27-05:00,8
2017,19:03:44-05:00,4
2017,19:13:38-05:00,1
2017,19:17:29-05:00,9
2017,19:28:18-05:00,15
2017,19:56:19-05:00,5
2017,20:03:14-05:00,1
2017,20:32:37-05:00,1
2017,21:06:12-05:00,1
2017,23:00:22-05:00,4
2017,01:14:46-05:00,1
2017,01:18:23-05:00,11
2017,01:32:19-05:00,2
2017,01:35:20-05:00,5
2017,01:42:14-05:00,3
2017,03:32:33-05:00,1
2017,12:20:20-05:00,23
2017,12:44:24-05:00,23
2017,13:36:31-05:00,57
2017,14:37:44-05:00,1
2017,14:40:43-05:00,1
2017,14:46:40-05:00,1
2017,14:49:13-05:00,2
2017,14:52:40-05:00,1
2017,14:58:04-05:00,7
2017,15:07:34-05:00,4
2017,15:38:27-05:00,2
2017,15:48:50-05:00,5
2017,15:56:55-05:00,3
2017,17:44:34-05:00,1
2017,17:48:34-05:00,2
2017,17:52:30-05:00,1
2017,17:58:14-05:00,2
2017,18:01:40-05:00,1
2017,18:06:19-05:00,1
2017,18:14:55-05:00,15
2017,18:54:45-05:00,1
2017,18:58:43-05:00,3
2017,19:43:21-05:00,3
2017,19:47:45-05:00,2
2017,19:54:06-05:00,1
2017,20:17:41-05:00,1
2017,20:21:33-05:00,2
2017,20:40:47-05:00,3
2017,20:45:24-05:00,1
2017,22:11:13-05:00,1
2017,23:58:23-05:00,2
2017,11:23:01-05:00,21
2017,11:49:16-05:00,7
2017,13:01:06-05:00,5
2017,13:08:54-05:00,1
2017,13:14:23-05:00,3
2017,14:29:31-05:00,7
2017,14:41:41-05:00,8
2017,16:04:30-05:00,1
2017,16:08:32-05:00,2
2017,16:53:10-05:00,2
2017,17:06:49-05:00,1
2017,17:18:46-05:00,1
2017,17:27:51-05:00,3
2017,17:35:29-05:00,1
2017,17:38:55-05:00,4
2017,17:44:08-05:00,1
2017,17:47:44-05:00,3
2017,17:53:22-05:00,1
2017,18:02:33-05:00,4
2017,18:09:42-05:00,2
2017,18:19:49-05:00,18
2017,18:54:50-05:00,4
2017,19:02:03-05:00,18
2017,19:21:52-05:00,2
2017,19:44:20-05:00,23
2017,20:11:35-05:00,1
2017,20:14:10-05:00,3
2017,20:27:14-05:00,13
2017,00:18:19-05:00,13
2017,00:33:21-05:00,4
2017,00:39:12-05:00,1
2017,01:01:58-05:00,4
2017,08:11:14-05:00,18
2017,09:28:24-05:00,5
2017,09:57:46-05:00,5
2017,10:08:36-05:00,22
2017,10:32:25-05:00,51
2017,13:16:19-05:00,4
2017,13:24:46-05:00,2
2017,13:28:41-05:00,1
2017,13:39:31-05:00,17
2017,14:14:03-05:00,1
2017,14:21:37-05:00,7
2017,15:06:10-05:00,1
2017,15:11:24-05:00,1
2017,15:16:57-05:00,2
2017,15:21:11-05:00,21
2017,15:52:19-05:00,8
2017,17:29:57-05:00,3
2017,17:37:53-05:00,9
2017,17:57:50-05:00,1
2017,19:19:54-05:00,3
2017,19:36:34-05:00,1
2017,19:51:23-05:00,2
2017,20:32:49-05:00,2
2017,20:47:25-05:00,1
2017,21:02:07-05:00,10
2017,21:22:35-05:00,2
2017,21:57:05-05:00,1
2017,22:02:13-05:00,1
2017,22:43:09-05:00,4
2017,03:53:30-05:00,29
2017,08:12:58-05:00,7
2017,09:05:59-05:00,3
2017,09:15:01-05:00,1
2017,09:18:24-05:00,1
2017,09:28:05-05:00,1
2017,09:39:38-05:00,1
2017,09:49:18-05:00,1
2017,10:30:18-05:00,3
2017,11:03:36-05:00,1
2017,11:07:35-05:00,1
2017,11:10:21-05:00,4
2017,11:16:33-05:00,1
2017,12:01:00-05:00,2
2017,13:06:17-05:00,6
2017,13:22:28-05:00,1
2017,13:24:30-05:00,1
2017,15:05:22-05:00,8
2017,17:02:26-05:00,1
2017,17:53:05-05:00,2
2017,17:57:48-05:00,1
2017,18:23:14-05:00,7
2017,18:36:34-05:00,8
2017,18:51:41-05:00,14
2017,19:26:32-05:00,9
2017,19:54:02-05:00,7
2017,20:02:58-05:00,1
2017,20:07:06-05:00,15
2017,20:32:24-05:00,4
2017,22:39:10-05:00,1
2017,00:10:35-05:00,18
2017,00:47:52-05:00,3
2017,00:53:42-05:00,1
2017,05:04:20-05:00,8
2017,05:46:28-05:00,1
2017,06:07:08-05:00,1
2017,06:27:55-05:00,12
2017,09:23:49-05:00,1
2017,09:27:50-05:00,2
2017,09:59:26-05:00,1
2017,10:13:36-05:00,6
2017,11:16:03-05:00,1
2017,11:19:12-05:00,1
2017,12:13:47-05:00,4
2017,12:22:40-05:00,4
2017,12:28:49-05:00,1
2017,12:40:07-05:00,16
2017,13:53:40-05:00,1
2017,14:29:41-05:00,1
2017,14:37:59-05:00,1
2017,15:48:03-05:00,4
2017,16:19:12-05:00,1
2017,16:45:24-05:00,5
2017,17:41:43-05:00,1
2017,17:46:09-05:00,2
2017,17:50:06-05:00,3
2017,18:00:05-05:00,1
2017,18:05:42-05:00,22
2017,18:30:51-05:00,9
2017,18:41:10-05:00,1
2017,18:57:02-05:00,1
2017,19:00:57-05:00,17
2017,19:24:56-05:00,73
2017,20:57:54-05:00,3
2017,23:02:12-05:00,1
2017,23:06:22-05:00,6
2017,23:16:52-05:00,27
2017,00:22:51-05:00,7
2017,00:46:38-05:00,1
2017,09:09:48-05:00,2
2017,09:20:09-05:00,2
2017,09:51:07-05:00,1
2017,10:13:43-05:00,2
2017,10:40:59-05:00,5
2017,11:34:18-05:00,2
2017,12:48:02-05:00,1
2017,12:59:16-05:00,1
2017,13:01:19-05:00,3
2017,13:05:32-05:00,2
2017,13:16:33-05:00,2
2017,13:34:25-05:00,1
2017,14:08:25-05:00,1
2017,14:13:39-05:00,8
2017,14:26:45-05:00,2
2017,14:36:19-05:00,14
2017,15:05:06-05:00,1
2017,15:18:56-05:00,2
2017,15:23:19-05:00,9
2017,15:33:58-05:00,2
2017,15:42:55-05:00,1
2017,15:47:50-05:00,1
2017,15:55:07-05:00,1
2017,16:00:58-05:00,1
2017,16:03:17-05:00,3
2017,16:14:07-05:00,1
2017,16:22:22-05:00,6
2017,16:38:39-05:00,156
2017,19:17:12-05:00,1
2017,23:04:25-05:00,1
2017,23:33:34-05:00,2
2017,00:20:04-05:00,11
2017,10:16:27-05:00,2
2017,11:13:42-05:00,6
2017,11:25:52-05:00,1
2017,11:53:50-05:00,1
2017,12:22:55-05:00,14
2017,13:15:16-05:00,1
2017,13:32:00-05:00,5
2017,13:56:32-05:00,1
2017,15:16:40-05:00,1
2017,15:23:34-05:00,8
2017,15:53:30-05:00,2
2017,15:58:16-05:00,1
2017,16:06:27-05:00,3
2017,16:11:23-05:00,9
2017,16:31:46-05:00,3
2017,16:46:19-05:00,1
2017,17:25:25-05:00,1
2017,17:40:48-05:00,1
2017,17:56:57-05:00,1
2017,18:00:19-05:00,1
2017,18:05:08-05:00,1
2017,18:07:27-05:00,1
2017,18:13:17-05:00,1
2017,18:15:22-05:00,2
2017,18:32:14-05:00,1
2017,20:12:30-05:00,5
2017,21:01:13-05:00,1
2017,21:43:19-05:00,5
2017,22:04:40-05:00,74
2017,23:19:52-05:00,1
2017,23:42:39-05:00,1
2017,10:40:07-05:00,3
2017,13:32:13-05:00,1
2017,14:16:27-05:00,16
2017,14:36:35-05:00,40
2017,15:21:46-05:00,4
2017,15:27:20-05:00,11
2017,15:46:13-05:00,10
2017,16:02:16-05:00,22
2017,16:29:53-05:00,1
2017,16:37:16-05:00,1
2017,16:42:29-05:00,1
2017,16:46:12-05:00,2
2017,16:49:33-05:00,1
2017,16:52:50-05:00,6
2017,17:04:18-05:00,1
2017,17:06:42-05:00,4
2017,18:15:45-05:00,1
2017,18:24:33-05:00,3
2017,18:32:14-05:00,7
2017,18:44:31-05:00,1
2017,18:47:43-05:00,8
2017,19:12:51-05:00,6
2017,19:20:06-05:00,17
2017,19:38:12-05:00,2
2017,21:21:19-05:00,3
2017,21:31:51-05:00,2
2017,22:07:19-05:00,1
2017,22:16:20-05:00,28
2017,22:59:24-05:00,1
2017,23:29:44-05:00,4
2017,23:37:55-05:00,1
2017,00:00:14-05:00,3
2017,00:04:38-05:00,32
2017,09:13:14-05:00,9
2017,09:47:08-05:00,18
2017,10:19:18-05:00,16
2017,10:36:58-05:00,14
2017,11:19:08-05:00,2
2017,11:25:22-05:00,26
2017,12:09:12-05:00,8
2017,12:21:10-05:00,1
2017,12:24:34-05:00,5
2017,12:30:39-05:00,2
2017,12:37:23-05:00,1
2017,12:46:51-05:00,6
2017,12:58:51-05:00,5
2017,13:09:01-05:00,10
2017,13:20:31-05:00,1
2017,13:25:46-05:00,1
2017,13:28:07-05:00,3
2017,13:32:11-05:00,1
2017,13:47:19-05:00,5
2017,13:53:45-05:00,1
2017,13:55:58-05:00,3
2017,14:02:41-05:00,1
2017,14:10:57-05:00,2
2017,14:23:23-05:00,7
2017,14:40:51-05:00,6
2017,14:48:45-05:00,2
2017,14:54:31-05:00,3
2017,15:02:57-05:00,5
2017,15:17:26-05:00,3
2017,15:21:30-05:00,3
2017,15:32:40-05:00,1
2017,15:35:40-05:00,3
2017,15:50:10-05:00,4
2017,15:57:33-05:00,24
2017,16:24:12-05:00,3
2017,16:29:04-05:00,4
2017,16:38:50-05:00,12
2017,16:53:40-05:00,10
2017,18:08:04-05:00,1
2017,18:10:16-05:00,1
2017,18:12:58-05:00,2
2017,18:21:26-05:00,2
2017,18:43:22-05:00,1
2017,18:54:58-05:00,5
2017,19:01:37-05:00,1
2017,19:08:10-05:00,8
2017,20:22:12-05:00,2
2017,20:53:06-05:00,3
2017,21:56:30-05:00,4
2017,09:14:54-05:00,4
2017,10:05:31-05:00,15
2017,10:24:50-05:00,1
2017,10:30:03-05:00,8
2017,12:33:45-05:00,1
2017,12:53:08-05:00,24
2017,13:52:03-05:00,1
2017,14:00:46-05:00,24
2017,14:31:58-05:00,40
2017,15:13:18-05:00,7
2017,15:45:39-05:00,2
2017,16:18:22-05:00,2
2017,16:22:10-05:00,9
2017,16:43:45-05:00,6
2017,16:58:42-05:00,2
2017,17:03:10-05:00,24
2017,17:28:38-05:00,1
2017,17:31:28-05:00,14
2017,17:58:09-05:00,2
2017,18:02:38-05:00,10
2017,18:31:23-05:00,1
2017,18:37:04-05:00,2
2017,18:41:18-05:00,1
2017,18:51:57-05:00,1
2017,18:57:49-05:00,1
2017,19:09:01-05:00,1
2017,21:51:33-05:00,2
2017,23:12:58-05:00,4
2017,23:20:38-05:00,4
2017,23:44:14-05:00,16
2017,02:18:23-05:00,1
2017,03:12:03-05:00,15
2017,09:39:39-05:00,5
2017,10:01:28-05:00,1
2017,10:18:08-05:00,3
2017,12:13:10-05:00,5
2017,12:21:41-05:00,3
2017,12:30:23-05:00,2
2017,12:45:20-05:00,3
2017,12:51:14-05:00,4
2017,13:02:59-05:00,6
2017,13:13:30-05:00,1
2017,13:47:25-05:00,1
2017,14:05:28-05:00,1
2017,14:15:31-05:00,3
2017,14:31:02-05:00,2
2017,14:43:27-05:00,4
2017,15:12:38-05:00,1
2017,16:31:35-05:00,3
2017,16:46:04-05:00,1
2017,16:49:55-05:00,3
2017,18:40:51-05:00,1
2017,18:44:37-05:00,20
2017,19:14:57-05:00,6
2017,19:22:24-05:00,7
2017,19:32:03-05:00,10
2017,19:43:58-05:00,1
2017,19:59:05-05:00,7
2017,20:30:01-05:00,6
2017,20:42:32-05:00,2
2017,20:53:58-05:00,13
2017,21:24:58-05:00,1
2017,21:56:43-05:00,2
2017,22:02:36-05:00,1
2017,22:13:11-05:00,10
2017,22:34:37-05:00,2
2017,22:47:32-05:00,27
2017,23:17:02-05:00,15
2017,06:14:07-05:00,21
2017,09:25:20-05:00,19
2017,10:10:00-05:00,2
2017,10:19:42-05:00,10
2017,10:31:46-05:00,1
2017,10:52:32-05:00,3
2017,11:13:20-05:00,5
2017,12:06:37-05:00,3
2017,12:19:42-05:00,1
2017,12:22:52-05:00,13
2017,13:14:21-05:00,1
2017,14:50:23-05:00,7
2017,15:00:04-05:00,2
2017,15:20:42-05:00,1
2017,15:55:11-05:00,1
2017,16:12:06-05:00,1
2017,17:14:07-05:00,1
2017,17:53:22-05:00,2
2017,18:00:18-05:00,2
2017,18:05:48-05:00,1
2017,18:12:55-05:00,2
2017,18:18:07-05:00,1
2017,19:53:11-05:00,20
2017,20:52:21-05:00,9
2017,21:55:51-05:00,33
2017,22:42:53-05:00,28
2017,09:33:35-05:00,18
2017,10:05:44-05:00,1
2017,10:31:13-05:00,3
2017,12:50:34-05:00,2
2017,12:54:21-05:00,1
2017,16:04:58-05:00,13
2017,17:22:57-05:00,1
2017,17:27:24-05:00,2
2017,17:31:44-05:00,1
2017,17:38:32-05:00,2
2017,17:57:42-05:00,2
2017,18:03:05-05:00,18
2017,18:56:52-05:00,11
2017,19:10:08-05:00,1
2017,19:13:35-05:00,5
2017,19:20:42-05:00,1
2017,19:42:16-05:00,33
2017,20:25:29-05:00,6
2017,20:34:37-05:00,14
2017,20:57:51-05:00,7
2017,21:12:13-05:00,3
2017,22:25:04-05:00,16
2017,22:46:21-05:00,34
2017,00:00:35-05:00,44
2017,00:47:38-05:00,18
2017,01:06:44-05:00,5
2017,04:04:48-05:00,1
2017,08:48:40-05:00,2
2017,08:56:09-05:00,1
2017,09:05:18-05:00,1
2017,10:42:40-05:00,2
2017,11:16:41-05:00,1
2017,11:20:30-05:00,3
2017,13:27:35-05:00,2
2017,13:54:28-05:00,1
2017,14:37:51-05:00,3
2017,15:46:00-05:00,1
2017,17:55:48-05:00,1
2017,17:59:47-05:00,4
2017,18:12:03-05:00,2
2017,18:21:03-05:00,1
2017,19:03:08-05:00,4
2017,21:00:59-05:00,61
2017,22:03:32-05:00,15
2017,22:25:15-05:00,39
2017,01:26:36-05:00,3
2017,01:34:12-05:00,6
2017,10:38:07-05:00,1
2017,14:14:50-05:00,11
2017,14:28:21-05:00,14
2017,15:10:59-05:00,18
2017,15:33:15-05:00,6
2017,15:42:31-05:00,2
2017,15:46:34-05:00,6
2017,15:54:16-05:00,1
2017,15:57:18-05:00,1
2017,15:59:54-05:00,2
2017,16:03:56-05:00,2
2017,16:41:24-05:00,1
2017,18:45:39-05:00,1
2017,19:05:52-05:00,1
2017,19:10:22-05:00,7
2017,19:25:12-05:00,1
2017,19:29:28-05:00,1
2017,19:34:33-05:00,5
2017,19:42:06-05:00,2
2017,19:47:16-05:00,1
2017,19:51:46-05:00,1
2017,19:54:04-05:00,38
2017,22:53:23-05:00,12
2017,23:08:08-05:00,2
2017,23:12:04-05:00,1
2017,23:14:31-05:00,4
2017,23:34:22-05:00,1
2017,23:52:15-05:00,1
2017,00:05:11-05:00,3
2017,00:10:38-05:00,2
2017,00:15:07-05:00,1
2017,00:21:03-05:00,1
2017,00:41:06-05:00,1
2017,00:46:28-05:00,9
2017,01:00:15-05:00,3
2017,01:04:50-05:00,8
2017,01:14:00-05:00,2
2017,01:21:35-05:00,2
2017,01:32:47-05:00,3
2017,01:42:40-05:00,4
2017,01:59:25-05:00,2
2017,02:03:11-05:00,4
2017,02:37:39-05:00,17
2017,04:18:32-05:00,2
2017,11:10:30-05:00,4
2017,12:47:46-05:00,21
2017,14:18:52-05:00,2
2017,14:34:52-05:00,1
2017,14:39:22-05:00,2
2017,14:45:01-05:00,38
2017,15:40:39-05:00,3
2017,16:04:01-05:00,1
2017,16:06:56-05:00,1
2017,16:14:46-05:00,1
2017,16:20:16-05:00,3
2017,16:31:15-05:00,1
2017,16:40:21-05:00,6
2017,16:48:35-05:00,1
2017,17:06:55-05:00,1
2017,17:14:33-05:00,1
2017,17:21:31-05:00,13
2017,18:07:45-05:00,1
2017,19:05:55-05:00,1
2017,19:28:09-05:00,1
2017,19:49:26-05:00,1
2017,20:00:31-05:00,2
2017,20:20:33-05:00,6
2017,20:44:02-05:00,1
2017,20:50:35-05:00,1
2017,20:54:05-05:00,1
2017,21:30:45-05:00,1
2017,21:34:59-05:00,4
2017,21:49:29-05:00,3
2017,22:03:46-05:00,2
2017,01:26:10-05:00,6
2017,04:49:32-05:00,2
2017,04:52:46-05:00,5
2017,08:30:22-05:00,1
2017,08:50:07-05:00,4
2017,08:55:24-05:00,3
2017,09:51:31-05:00,1
2017,10:05:36-05:00,2
2017,10:34:01-05:00,9
2017,11:04:29-05:00,2
2017,12:08:23-05:00,1
2017,12:13:19-05:00,13
2017,12:34:21-05:00,12
2017,13:12:48-05:00,1
2017,14:01:24-05:00,4
2017,15:42:53-05:00,1
2017,15:53:14-05:00,1
2017,16:20:28-05:00,19
2017,17:35:16-05:00,7
2017,18:18:07-05:00,3
2017,18:30:24-05:00,11
2017,18:43:24-05:00,1
2017,18:46:56-05:00,1
2017,19:04:51-05:00,5
2017,19:11:10-05:00,1
2017,19:22:18-05:00,1
2017,19:47:34-05:00,1
2017,19:50:05-05:00,9
2017,20:00:30-05:00,15
2017,22:58:56-05:00,2
2017,23:08:44-05:00,15
2017,23:27:05-05:00,1
2017,09:11:31-05:00,8
2017,10:31:31-05:00,4
2017,10:54:24-05:00,4
2017,11:01:23-05:00,1
2017,11:17:04-05:00,1
2017,12:06:50-05:00,2
2017,12:24:26-05:00,13
2017,13:14:34-05:00,1
2017,13:27:52-05:00,4
2017,14:14:07-05:00,1
2017,14:25:29-05:00,1
2017,14:28:13-05:00,1
2017,15:24:38-05:00,2
2017,15:42:22-05:00,2
2017,16:14:22-05:00,1
2017,17:06:30-05:00,1
2017,18:14:43-05:00,2
2017,18:31:14-05:00,1
2017,18:49:27-05:00,4
2017,18:57:29-05:00,5
2017,19:04:43-05:00,8
2017,19:15:21-05:00,11
2017,19:33:27-05:00,1
2017,19:50:34-05:00,4
2017,20:00:41-05:00,14
2017,20:19:02-05:00,1
2017,20:21:25-05:00,2
2017,22:56:52-05:00,1
2017,23:11:10-05:00,4
2017,09:19:11-05:00,3
2017,10:05:30-05:00,1
2017,10:12:20-05:00,2
2017,11:27:25-05:00,1
2017,11:38:25-05:00,14
2017,12:51:40-05:00,3
2017,12:57:11-05:00,1
2017,13:31:12-05:00,1
2017,14:20:22-05:00,1
2017,14:28:52-05:00,3
2017,15:59:12-05:00,1
2017,16:21:49-05:00,1
2017,16:26:03-05:00,1
2017,16:45:27-05:00,3
2017,17:49:58-05:00,1
2017,17:53:13-05:00,2
2017,17:58:41-05:00,1
2017,18:01:00-05:00,1
2017,18:21:31-05:00,1
2017,19:11:45-05:00,1
2017,20:26:03-05:00,1
2017,21:39:51-05:00,11
2017,21:54:06-05:00,1
2017,21:56:39-05:00,4
2017,22:18:24-05:00,6
2017,22:59:28-05:00,4
2017,00:35:16-05:00,57
2017,10:19:07-05:00,3
2017,10:35:41-05:00,2
2017,11:01:24-05:00,2
2017,11:10:37-05:00,1
2017,11:13:16-05:00,3
2017,14:44:46-05:00,9
2017,14:56:08-05:00,1
2017,15:58:05-05:00,1
2017,16:55:13-05:00,1
2017,17:27:55-05:00,2
2017,17:39:49-05:00,1
2017,18:02:18-05:00,4
2017,18:14:09-05:00,1
2017,18:17:07-05:00,2
2017,18:20:44-05:00,3
2017,18:30:25-05:00,2
2017,18:36:18-05:00,4
2017,18:48:56-05:00,2
2017,19:02:19-05:00,1
2017,19:06:17-05:00,1
2017,19:29:08-05:00,1
2017,19:49:09-05:00,3
2017,19:54:49-05:00,2
2017,19:59:45-05:00,1
2017,20:03:21-05:00,8
2017,20:22:18-05:00,1
2017,20:30:48-05:00,1
2017,21:06:06-05:00,1
2017,21:17:41-05:00,5
2017,22:02:00-05:00,2
2017,22:06:27-05:00,14
2017,22:23:00-05:00,1
2017,23:49:50-05:00,1
2017,00:03:26-05:00,4
2017,00:23:07-05:00,1
2017,10:06:43-05:00,1
2017,10:13:43-05:00,3
2017,11:08:54-05:00,4
2017,11:17:05-05:00,1
2017,12:11:52-05:00,5
2017,12:24:58-05:00,4
2017,12:31:29-05:00,4
2017,12:49:49-05:00,6
2017,14:33:37-05:00,1
2017,14:43:32-05:00,3
2017,15:06:07-05:00,1
2017,15:14:00-05:00,1
2017,15:46:30-05:00,1
2017,15:51:25-05:00,1
2017,15:57:29-05:00,4
2017,16:11:36-05:00,10
2017,16:23:03-05:00,1
2017,16:28:36-05:00,1
2017,16:31:59-05:00,2
2017,16:39:25-05:00,4
2017,16:45:03-05:00,16
2017,17:17:07-05:00,1
2017,17:38:01-05:00,2
2017,18:35:28-05:00,1
2017,18:44:39-05:00,2
2017,18:51:37-05:00,5
2017,19:31:09-05:00,2
2017,19:39:57-05:00,3
2017,19:52:05-05:00,1
2017,20:46:25-05:00,29
2017,22:53:11-05:00,15
2017,00:00:09-05:00,1
2017,00:02:28-05:00,1
2017,00:07:32-05:00,3
2017,00:17:37-05:00,13
2017,00:32:40-05:00,2
2017,00:37:52-05:00,16
2017,01:00:03-05:00,39
2017,01:42:23-05:00,16
2017,02:00:16-05:00,19
2017,02:22:08-05:00,14
2017,12:55:25-05:00,8
2017,13:10:15-05:00,18
2017,13:36:33-05:00,2
2017,13:41:46-05:00,3
2017,13:53:41-05:00,11
2017,14:09:54-05:00,4
2017,14:18:21-05:00,1
2017,14:22:20-05:00,4
2017,14:29:11-05:00,8
2017,14:56:34-05:00,1
2017,15:03:39-05:00,8
2017,15:21:34-05:00,1
2017,15:23:44-05:00,3
2017,15:30:18-05:00,1
2017,15:33:01-05:00,1
2017,15:38:54-05:00,14
2017,15:57:58-05:00,2
2017,16:01:00-05:00,1
2017,16:09:35-05:00,2
2017,16:14:14-05:00,1
2017,16:18:49-05:00,3
2017,16:31:17-05:00,5
2017,16:38:26-05:00,5
2017,16:45:13-05:00,1
2017,16:50:06-05:00,15
2017,17:09:12-05:00,3
2017,17:15:03-05:00,12
2017,17:29:42-05:00,3
2017,17:37:00-05:00,14
2017,18:16:14-05:00,1
2017,18:28:21-05:00,6
2017,19:00:49-05:00,1
2017,19:04:15-05:00,2
2017,19:25:52-05:00,3
2017,19:45:42-05:00,1
2017,19:48:49-05:00,14
2017,20:35:54-05:00,21
2017,21:04:24-05:00,2
2017,22:16:08-05:00,24
2017,22:42:47-05:00,26
2017,23:11:14-05:00,2
2017,00:50:08-05:00,1
2017,01:10:11-05:00,1
2017,01:41:48-05:00,8
2017,02:03:22-05:00,1
2017,02:29:24-05:00,3
2017,11:59:45-05:00,4
2017,12:12:20-05:00,2
2017,12:16:28-05:00,1
2017,12:46:01-05:00,5
2017,12:52:22-05:00,1
2017,12:54:37-05:00,2
2017,13:14:04-05:00,1
2017,13:47:45-05:00,8
2017,14:02:33-05:00,14
2017,15:21:45-05:00,27
2017,16:50:17-05:00,7
2017,17:02:48-05:00,5
2017,17:39:18-05:00,36
2017,18:18:14-05:00,6
2017,18:25:51-05:00,1
2017,18:29:32-05:00,2
2017,18:36:52-05:00,2
2017,18:41:56-05:00,2
2017,18:45:50-05:00,1
2017,18:57:13-05:00,2
2017,19:16:07-05:00,2
2017,19:23:49-05:00,3
2017,19:27:54-05:00,1
2017,19:52:08-05:00,3
2017,19:57:50-05:00,5
2017,20:04:01-05:00,16
2017,20:22:10-05:00,2
2017,20:29:28-05:00,9
2017,20:43:00-05:00,1
2017,20:46:12-05:00,1
2017,20:49:25-05:00,1
2017,21:07:30-05:00,5
2017,22:06:46-05:00,5
2017,22:19:38-05:00,1
2017,22:28:35-05:00,5
2017,22:36:02-05:00,1
2017,22:38:17-05:00,1
2017,22:49:04-05:00,2
2017,22:52:26-05:00,3
2017,22:58:19-05:00,1
2017,23:06:05-05:00,4
2017,23:20:18-05:00,1
2017,23:24:06-05:00,1
2017,23:33:46-05:00,1
2017,23:38:21-05:00,10
2017,01:27:15-05:00,17
2017,01:56:26-05:00,1
2017,02:13:42-05:00,10
2017,08:24:02-05:00,1
2017,08:51:59-05:00,1
